Category,SubCategory,CatID,CatShort,Explanations,Synonyms - Comma Separated,Category_fr,SubCategory_fr,Category_pl,SubCategory_pl,Category_de,SubCategory_de,Category_pt,SubCategory_pt,Category_pt-br,SubCategory_pt-br,Category_zh,SubCategory_zh,Category_tw,SubCategory_tw,Category_es,SubCategory_es,Category_ja,SubCategory_ja,Category_no,SubCategory_no,Category_da,SubCategory_da,Category_sv,SubCategory_sv,Category_fi,SubCategory_fi,Category_ru,SubCategory_ru,Category_ua,SubCategory_ua,Category_it,SubCategory_it,Category_nl,SubCategory_nl
ICE,BREAK,ICEBrk,ICE,"Ice cracks, breaks, shatters. Any ice breaking that is fairly singular or isolated.","break, crack, rips, shatter, crunch",GLACE,CASSE,LÓD,ŁAMANIE,EIS,BRECHEN,GELO,QUEBRA,GELO,QUEBRA,冰,打碎,冰,打碎,HIELO,ROMPER,氷,割る,IS,KNUSE,IS,BRÆKKE,IS,BRYTA,JÄÄ,HAJOAMINEN,ЛЕД,ЛОМАНИЕ,ЛІД,ЛАМАННЯ,GHIACCIO,ROTTURA,IJS,
ICE,CRASH & DEBRIS,ICECrsh,ICE,Ice large crashes and isolated debris go here. Iceberg calving.,"crash, fall, debris",GLACE,CRASH & DÉBRIS,LÓD,ROZBICIE I ODŁAMKI,EIS,CRASH & TRÜMMER,GELO,COLISÃO E ESTILHAÇOS,GELO,COLISÃO E ESTILHAÇOS,冰,碎片,冰,碎片,HIELO,CHOQUE Y ESCOMBROS,氷,砕く、砕ける,IS,KRÆSJ OG FRAGMENTER,IS,SMADRE/NEDSLAGSRESTER,IS,KROSSA & BITAR,JÄÄ,MURSKAUS & PIRSTALEET,ЛЕД,РАЗБИВАНИЕ И ОСКОЛКИ,ЛІД,РОЗБИТТЯ ТА УЛАМКИ,GHIACCIO,DETRITI,IJS,
ICE,FRICTION,ICEFric,ICE,"Dry ice may go here, but often it's a metallic sound too, but ice scrapes, squeaks, creaks.","stress, scrape, creak, squeak, screech",GLACE,FRICTION,LÓD,TARCIE,EIS,FRIKTION,GELO,FRICÇÃO,GELO,FRICÇÃO,冰,挤压,冰,擠壓,HIELO,FRICCIÓN,氷,鳴る、響く,IS,FRIKSJON,IS,FRIKTION,IS,FRIKTION,JÄÄ,KITKA,ЛЕД,ТРЕНИЕ,ЛІД,ТЕРТЯ,GHIACCIO,SFREGAMENTO,IJS,
ICE,IMPACT,ICEImpt,ICE,"Pieces of ice dropping (without breaking). Ice hits, solid ice impacts that don't break.","hit, drop, impact, crash, clunk, clang, clink, chop",GLACE,IMPACT,LÓD,UDERZENIE,EIS,EINSCHLAG,GELO,IMPACTO,GELO,IMPACTO,冰,打击,冰,撞擊,HIELO,IMPACTO,氷,インパクト、打撃,IS,SLAG OG TREFF,IS,RAMMER,IS,SMÄLL,JÄÄ,ISKU,ЛЕД,УДАР,ЛІД,УДАР,GHIACCIO,IMPATTI,IJS,IMPACT
ICE,MOVEMENT,ICEMvmt,ICE,"Ice sliding or rattling, maybe an object sliding across ice.","drag, roll, rattle, shake",GLACE,MOUVEMENT,LÓD,PORUSZANIE,EIS,BEWEGUNG,GELO,MOVIMENTO,GELO,MOVIMENTO,冰,移动,冰,移動,HIELO,MOVIMIENTO,氷,滑る、動く,IS,BEVEGELSE,IS,BEVÆGELSE,IS,RÖRELSE,JÄÄ,LIIKE,ЛЕД,ДВИЖЕНИЕ,ЛІД,РУХ,GHIACCIO,MOVIMENTO,IJS,
ICE,TONAL,ICETonl,ICE,"Tonal ice sounds, probably fairly rare, but that ice ping on a frozen lake would be one example.","bow, ring, shing",GLACE,TONAL,LÓD,TONALNE,EIS,TONAL,GELO,TONAL,GELO,TONAL,冰,音乐性,冰,有音高的,HIELO,TONAL,氷,氷の音階,IS,TONAL,IS,TONALE,IS,TONAL,JÄÄ,TONAALINEN,ЛЕД,ТОНАЛЬНИЙ,ЛІД,ТОНАЛЬНИЙ,GHIACCIO,TONALE,IJS,
LASERS,MISC,LASRMisc,LASR,Laser sounds not fitting another category in this list.,,LASERS,DIVERS,LASERY,RÓŻNE,LASER,DIV,LASER,DIVERSOS,LASER,DIVERSOS,激光,其他,鐳射,其他,LASER,MISCELÁNEA,レーザー,その他,LASER,DIVERSE,LASER,DIVERSE,LASER,DIVERSE,LASER,SEKALAINEN,ЛАЗЕРЫ,РАЗНОЕ,ЛАЗЕРИ,РІЗНЕ,LASER,MISC,,
LASERS,BEAM,LASRBeam,LASR,"Steady laser beams, not a laser gun. So a James Bond style laser, a scientific laser.","beam, gamma, ray",LASERS,RAYON,LASERY,PROMIEŃ,LASER,STRAHL,LASER,FEIXE,LASER,FEIXE,激光,光束,鐳射,光束,LASER,RAYO,レーザー,ビーム,LASER,STRÅLE,LASER,STRÅLE,LASER,STRÅLE,LASER,SÄDE,ЛАЗЕРЫ,ЛУЧ,ЛАЗЕРИ,ПРОМІНЬ,LASER,RAGGIO,,
LASERS,GUN,LASRGun,LASR,"Classic laser guns, blasters, laser cannons. That thing that Ben Burtt made famous.","plasma weapon, blaster, laser cannon",LASERS,ARME,LASERY,BROŃ,LASER,WAFFE,LASER,ARMA,LASER,ARMA,激光,武器,鐳射,武器,LASER,PISTOLA,レーザー,銃、ガン,LASER,PISTOL,LASER,PISTOL,LASER,VAPEN,LASER,ASE,ЛАЗЕРЫ,ОРУЖИЕ,ЛАЗЕРИ,ЗБРОЯ,LASER,PISTOLA,,
LASERS,IMPACT,LASRImpt,LASR,"Classic laser impact sounds, from blaster hits.","laser, blaster, impact, hit, sizzle",LASERS,IMPACT,LASERY,UDERZENIE,LASER,EINSCHLAG,LASER,IMPACTO,LASER,IMPACTO,激光,打击,鐳射,撞擊,LASER,IMPACTO,レーザー,インパクト、打撃,LASER,TREFF,LASER,RAMME,LASER,SMÄLL,LASER,ISKU,ЛАЗЕРЫ,ПОПАДАНИЕ,ЛАЗЕРИ,ВЛУЧЕННЯ,LASER,IMPATTO,,
LEATHER,MISC,LETHRMisc,LETHR,Leather sounds not fitting another category in this list.,,CUIR,DIVERS,SKÓRA,RÓŻNE,LEDER,DIV,COURO,DIVERSOS,COURO,DIVERSOS,皮革,其他,皮革,其他,CUERO,MISCELÁNEA,革,その他,LÆR,DIVERSE,LÆDER,DIVERSE,LÄDER,DIVERSE,NAHKA,SEKALAINEN,КОЖА,РАЗНОЕ,ШКІРА,РІЗНЕ,PELLE,MISC,,
LEATHER,CREAK,LETHRCreak,LETHR,"Leather creaks, jacket and bag creaks, saddle movements. Any creaking leather.","creak, stress, tension",CUIR,GRINCEMENT,SKÓRA,SKRZYPIENIE,LEDER,KNARZEN,COURO,RANGIDO,COURO,RANGIDO,皮革,嘎吱,皮革,嘎吱,CUERO,CRUJIDO,革,きしむ音、キーキー,LÆR,KNIRK,LÆDER,KNIRKER/KNAGER,LÄDER,KNARR,NAHKA,NARINA,КОЖА,СКРИП,ШКІРА,СКРИП,PELLE,STRIDIO,,
LEATHER,IMPACT,LETHRImpt,LETHR,"Hits and impacts of leather, leather bag or saddle dropping.","hit, impact, grab, thud, thump",CUIR,IMPACT,SKÓRA,UDERZENIE,LEDER,EINSCHLAG,COURO,IMPACTO,COURO,IMPACTO,皮革,打击,皮革,撞擊,CUERO,IMPACTO,革,インパクト、ぶつける,LÆR,SLAG OG TREFF,LÆDER,RAMME/NEDSLAG,LÄDER,SMÄLL,NAHKA,ISKU,КОЖА,УДАР,ШКІРА,УДАР,PELLE,IMPATTO,,
LEATHER,MOVEMENT,LETHRMvmt,LETHR,Handling of leather that isn't so creaky. Various leather handling.,"flap, flop, rustle, mvmt, slide",CUIR,MOUVEMENT,SKÓRA,PORUSZANIE,LEDER,BEWEGUNG,COURO,MOVIMENTO,COURO,MOVIMENTO,皮革,移动,皮革,移動,CUERO,MOVIMIENTO,革,動作音、所作音,LÆR,BEVEGELSE,LÆDER,BEVÆGELSE,LÄDER,RÖRELSE,NAHKA,LIIKE,КОЖА,ДВИЖЕНИЕ,ШКІРА,РУХ,PELLE,MOVIMENTO,,
LIQUID & MUD,MISC,LIQMisc,LIQ,"Mud and thicker than water sounds not fitting another category in this list. Oil, gloopy viscous things.",,LIQUIDE & BOUE,DIVERS,PŁYNY I BŁOTO,RÓŻNE,FLÜSSIGKEIT & MATSCH,DIV,LÍQUIDO E LAMA,DIVERSOS,LÍQUIDO E LAMA,DIVERSOS,液体与流体,其他,液體,其他,LIQUIDO Y BARRO,MISCELÁNEA,液体と泥,その他,VÆSKER OG GJØRME,DIVERSE,VÆSKE OG MUDDER,DIVERSE,VÄTSKOR & LERA,DIVERSE,NESTE & MUTA,SEKALAINEN,ЖИДКОСТЬ И ГРЯЗЬ,РАЗНОЕ,РІДИНА ТА БРУД,РІЗНЕ,LIQUIDO E FANGO,MISC,,
LIQUID & MUD,BUBBLES,LIQBubl,LIQ,"Mud and thicker than water, thick bubbles, viscous liquid.","bubble, foam, pop, mud",LIQUIDE & BOUE,BULLES,PŁYNY I BŁOTO,BĄBLE,FLÜSSIGKEIT & MATSCH,BLASEN,LÍQUIDO E LAMA,BOLHAS,LÍQUIDO E LAMA,BOLHAS,液体与流体,气泡,液體,氣泡,LIQUIDO Y BARRO,BURBUJAS,液体と泥,泡,VÆSKER OG GJØRME,BOBLER,VÆSKE OG MUDDER,BOBLER,VÄTSKOR & LERA,BUBBLA,NESTE & MUTA,KUPLA,ЖИДКОСТЬ И ГРЯЗЬ,БУЛЬКАНЬЕ,РІДИНА ТА БРУД,БУЛЬКАННЯ,LIQUIDO E FANGO,BOLLE,,
LIQUID & MUD,IMPACT,LIQImpt,LIQ,"Mud and thicker than water, Splats and hit.","splat, splatter, hit, impact, plop, kerplunk, plunk, mud",LIQUIDE & BOUE,IMPACT,PŁYNY I BŁOTO,UDERZENIE,FLÜSSIGKEIT & MATSCH,EINSCHLAG,LÍQUIDO E LAMA,IMPACTO,LÍQUIDO E LAMA,IMPACTO,液体与流体,打击,液體,撞擊,LIQUIDO Y BARRO,IMPACTO,液体と泥,インパクト、打撃,VÆSKER OG GJØRME,SLAG OG TREFF,VÆSKE OG MUDDER,RAMME/NEDSLAG,VÄTSKOR & LERA,PLASK,NESTE & MUTA,ISKU,ЖИДКОСТЬ И ГРЯЗЬ,ВСПЛЕСК,РІДИНА ТА БРУД,СПЛЕСК,LIQUIDO E FANGO,IMPATTO,,
LIQUID & MUD,MOVEMENT,LIQMvmt,LIQ,"Mud and thicker than water, oozing, slime, glooping.","ooze, slime, goo, mud",LIQUIDE & BOUE,MOUVEMENT,PŁYNY I BŁOTO,PORUSZANIE,FLÜSSIGKEIT & MATSCH,BEWEGUNG,LÍQUIDO E LAMA,MOVIMENTO,LÍQUIDO E LAMA,MOVIMENTO,液体与流体,移动,液體,移動,LIQUIDO Y BARRO,MOVIMIENTO,液体と泥,動作音、動く,VÆSKER OG GJØRME,BEVEGELSE,VÆSKE OG MUDDER,BEVÆGELSE,VÄTSKOR & LERA,RÖRELSE,NESTE & MUTA,LIIKE,ЖИДКОСТЬ И ГРЯЗЬ,ДВИЖЕНИЕ,РІДИНА ТА БРУД,РУХ,LIQUIDO E FANGO,MOVIMENTO,,
LIQUID & MUD,SUCTION,LIQSuct,LIQ,"Thicker than water, disgusting liquidy suction, plunger sucks.","suction, slurp, glomp, plunger, mud",LIQUIDE & BOUE,SUCCION,PŁYNY I BŁOTO,ZASYSANIE,FLÜSSIGKEIT & MATSCH,SAUGEN,LÍQUIDO E LAMA,SUCÇÃO,LÍQUIDO E LAMA,SUCÇÃO,液体与流体,咕嘟,液體,抽吸,LIQUIDO Y BARRO,SUCCIÓN,液体と泥,吸う、吸引,VÆSKER OG GJØRME,SUG,VÆSKE OG MUDDER,SUGNING,VÄTSKOR & LERA,SUG,NESTE & MUTA,IMU,ЖИДКОСТЬ И ГРЯЗЬ,ВСАСЫВАНИЕ,РІДИНА ТА БРУД,ВСМОКТУВАННЯ,LIQUIDO E FANGO,RISUCCHIO,,
MACHINES,MISC,MACHMisc,MACH,Machine sounds not fitting another category in this list.,,MACHINES,DIVERS,MASZYNY,RÓŻNE,MASCHINE,DIV,MÁQUINAS,DIVERSOS,MÁQUINAS,DIVERSOS,机器,其他,機器,其他,MAQUINARIA,MISCELÁNEA,機械,その他,MASKINER,DIVERSE,MASKINER,DIVERSE,MASKINER,DIVERSE,KONE,SEKALAINEN,МАШИНЫ,РАЗНОЕ,МАШИНИ,РІЗНЕ,MACCHINARI,MISC,MACHINES,DIVERSEN
MACHINES,AMUSEMENT,MACHAmus,MACH,Theme park rides such as rollercoasters and carnival rides. General ambiences to go in AMBIENCE-AMUSEMENT,"rollercoaster, merry-go-round, scrambler, tilt-a-whirl, kiddy ride, theme park ride",MACHINES,ATTRACTION,MASZYNY,PARK ROZRYWKI,MASCHINE,FREIZEITPARK,MÁQUINAS,DIVERSÃO,MÁQUINAS,DIVERSÃO,机器,娱乐,機器,娛樂,MAQUINARIA,PARQUE DE ATRACCIONES,機械,アミューズメント,MASKINER,FORNØYELSE,MASKINER,FORLYSTELSE,MASKINER,NÖJESFÄLT,KONE,HUVIPUISTO,МАШИНЫ,АТТРАКЦИОНЫ,МАШИНИ,АТРАКЦІОНИ,MACCHINARI,DIVERTIMENTO,MACHINES,
MACHINES,ANTIQUE,MACHAntq,MACH,"Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","printing press, sewing machine, olive press, butter churn",MACHINES,ANCIENNE,MASZYNY,STARODAWNE,MASCHINE,ANTIK,MÁQUINAS,ANTIGO,MÁQUINAS,ANTIGO,机器,老式的,機器,老式的,MAQUINARIA,ANTIGÜEDAD,機械,アンティーク、旧式,MASKINER,GAMMEL,MASKINER,ANTIK,MASKINER,ANTIK,KONE,ANTIIKKI,МАШИНЫ,СТАРИННЫЕ,МАШИНИ,СТАРОВИННІ,MACCHINARI,STORICO,MACHINES,ANTIEK
MACHINES,APPLIANCE,MACHAppl,MACH,"General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","oven, fridge, refrigerator, blender, food processor, hair dryer, ice maker, washing machine, dryer, iron, coffee maker, dishwasher, electric can opener, garbage disposal, humidifier, dehumidifier, sewing machine, toaster, waffle maker, griddle, hot plate",MACHINES,APPAREIL,MASZYNY,AGD,MASCHINE,HAUSHALTSGERÄT,MÁQUINAS,ELETRODOMÉSTICO,MÁQUINAS,ELETRODOMÉSTICO,机器,家电,機器,家電,MAQUINARIA,ELECTRODOMÉSTICO,機械,装置、設備,MASKINER,APPARAT,MASKINER,APPARAT,MASKINER,HUSHÅLLSAPPARAT,KONE,KODINKONE,МАШИНЫ,БЫТОВЫЕ ПРИБОРЫ,МАШИНИ,ПОБУТОВІ ПРИЛАДИ,MACCHINARI,ELETTRODOMESTICO,MACHINES,APPARAAT
MACHINES,CONSTRUCTION,MACHCnst,MACH,"A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","crane, cement mixer, wood chipper",MACHINES,CHANTIER,MASZYNY,BUDOWLANE,MASCHINE,BAUSTELLE,MÁQUINAS,CONSTRUÇÃO,MÁQUINAS,CONSTRUÇÃO,机器,施工,機器,施工,MAQUINARIA,CONSTRUCCIÓN,機械,建設用機械、重機,MASKINER,BYGGEPLASS,MASKINER,KONSTRUKTION,MASKINER,BYGGE,KONE,RAKENNUS,МАШИНЫ,СТРОИТЕЛЬСТВО,МАШИНИ,БУДІВНИЦТВО,MACCHINARI,COSTRUZIONE,MACHINES,CONSTRUCTIE
MACHINES,ELEVATOR,MACHElev,MACH,Elevator movement and doors would go here.,"paternoster, freight elevator, passenger elevator, lift",MACHINES,ASCENSEUR,MASZYNY,WINDA,MASCHINE,FAHRSTUHL,MÁQUINAS,ELEVADOR,MÁQUINAS,ELEVADOR,机器,电梯,機器,電梯,MAQUINARIA,ASCENSOR,機械,エレベーター,MASKINER,HEIS,MASKINER,ELEVATOR,MASKINER,HISS,KONE,HISSI,МАШИНЫ,ЛИФТ,МАШИНИ,ЛІФТ,MACCHINARI,ASCENSORE,MACHINES,LIFT
MACHINES,ESCALATOR,MACHEscl,MACH,Escalators and moving walkways would go here.,"travelator, moving walkway",MACHINES,ESCALATOR,MASZYNY,RUCHOME SCHODY,MASCHINE,ROLLTREPPE,MÁQUINAS,ESCADA ROLANTE,MÁQUINAS,ESCADA ROLANTE,机器,自动扶梯,機器,手扶梯,MAQUINARIA,ESCALERAS MECÁNICAS,機械,エスカレーター,MASKINER,RULLETRAPP,MASKINER,RULLETRAPPE,MASKINER,RULLTRAPPA,KONE,RULLAPORTAAT,МАШИНЫ,ЭСКАЛАТОР,МАШИНИ,ЕСКАЛАТОР,MACCHINARI,SCALA MOBILE,MACHINES,ROLTRAP
MACHINES,FAN,MACHFan,MACH,"Fans of all types, box fans, ceiling fans.","fan, ceiling fan, box fan, industrial fan, bladeless fan",MACHINES,VENTILATEUR,MASZYNY,WENTYLATOR,MASCHINE,VENTILATOR,MÁQUINAS,VENTILADOR,MÁQUINAS,VENTILADOR,机器,风扇,機器,風扇,MAQUINARIA,VENTILADOR,機械,ファン,MASKINER,VIFTE,MASKINER,VENTILATOR,MASKINER,FLÄKT,KONE,TUULETIN,МАШИНЫ,ВЕНТИЛЯТОР,МАШИНИ,ВЕНТИЛЯТОР,MACCHINARI,VENTILATORE,MACHINES,VENTILATOR
MACHINES,HITECH,MACHTech,MACH,"Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines.","gadget, digital, handheld",MACHINES,HIGH TECH,MASZYNY,HITECH,MASCHINE,HI-TECH,MÁQUINAS,HITECH,MÁQUINAS,HITECH,机器,高科技,機器,高科技,MAQUINARIA,HI-TECH,機械,ハイテク,MASKINER,HI-TECH,MASKINER,HØJTEKNOLOGISK,MASKINER,HI-TECH,KONE,HITECH,МАШИНЫ,ВИСОКОТЕХНОЛОГИЧНЫЕ,МАШИНИ,ВИСОКОТЕХНОЛОГІЧНІ,MACCHINARI,HITECH,MACHINES,
MACHINES,HVAC,MACHHvac,MACH,"Furnaces, Air Conditioners. Fans to in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","aircon, air conditioning, heating.",MACHINES,VENTILATION,MASZYNY,KLIMATYZACJA I OGRZEWANIE,MASCHINE,KLIMA & LÜFTUNG,MÁQUINAS,AVAC,MÁQUINAS,AVAC,机器,空调,機器,空調,MAQUINARIA,AIRE ACONDICIONADO,機械,空調機,MASKINER,VENTILASJON,MASKINER,VENTILATIONSANLÆG,MASKINER,VENTILATION,KONE,LVI,МАШИНЫ,ОТОПЛЕНИЕ ВЕНТИЛЯЦИЯ И КОНДИЦИОНИРОВАНИЕ,МАШИНИ,ОПАЛЕННЯ ВЕНТИЛЯЦІЯ ТА КОНДИЦІЮВАННЯ,MACCHINARI,ARIA CONDIZIONATA,MACHINES,
MACHINES,INDUSTRIAL,MACHInd,MACH,"Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","hydraulic press, assembly line, distillery, punch press, form press",MACHINES,INDUSTRIEL,MASZYNY,PRZEMYSŁOWE,MASCHINE,INDUSTRIE,MÁQUINAS,INDUSTRIAL,MÁQUINAS,INDUSTRIAL,机器,工业,機器,工業,MAQUINARIA,INDUSTRIAL,機械,工業、産業,MASKINER,INDUSTRIELL,MASKINER,INDUSTRIEL,MASKINER,INDUSTRI,KONE,TEOLLINEN,МАШИНЫ,ПРОМЫШЛЕННЫЕ,МАШИНИ,ПРОМИСЛОВІ,MACCHINARI,INDUSTRIALE,MACHINES,INDUSTRIEEL
MACHINES,MECHANISM,MACHMech,MACH,"Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell.","puzzle box, rube goldberg, gizmo",MACHINES,MÉCANISME,MASZYNY,MECHANIZM,MASCHINE,MECHANISMUS,MÁQUINAS,MECANISMO,MÁQUINAS,MECANISMO,机器,装置,機器,精密構造,MAQUINARIA,MECANISMO,機械,メカニズム,MASKINER,MEKANISME,MASKINER,MEKANISME,MASKINER,MEKANISM,KONE,MEKANISMI,МАШИНЫ,МЕХАНИЗМ,МАШИНИ,МЕХАНІЗМ,MACCHINARI,MECCANISMO,MACHINES,MECHANISME
MACHINES,MEDICAL,MACHMed,MACH,"Machines typically found in a hospital, medical lab or Dr. office.","x-ray machines, mri, cat scan, pet scan, blood pressure machine, lab test machine, centrifuge, ventilator, defibrillator",MACHINES,MÉDICAL,MASZYNY,MEDYCZNE,MASCHINE,MEDIZIN,MÁQUINAS,MÉDICO,MÁQUINAS,MÉDICO,机器,医疗,機器,醫療,MAQUINARIA,MEDICA,機械,医療,MASKINER,MEDISINSK,MASKINER,MEDICINSK,MASKINER,SJUKVÅRD,KONE,SAIRAALA,МАШИНЫ,МЕДИЦИНСКИЕ,МАШИНИ,МЕДИЧНІ,MACCHINARI,MEDICO,MACHINES,
MACHINES,OFFICE,MACHOffi,MACH,"Machines typically found in an office, such as printers and copy machines.","fax machine, facsimile machine, telefax, copy machine, printer, shredder, xerox, photocopier, mimeograph",MACHINES,BUREAU,MASZYNY,BIUROWE,MASCHINE,BÜRO,MÁQUINAS,ESCRITÓRIO,MÁQUINAS,ESCRITÓRIO,机器,办公设备,機器,辦公,MAQUINARIA,OFICINA,機械,オフィス,MASKINER,KONTOR,MASKINER,KONTOR,MASKINER,KONTOR,KONE,TOIMISTO,МАШИНЫ,ОФИС,МАШИНИ,ОФІС,MACCHINARI,UFFICIO,MACHINES,KANTOOR
MACHINES,PUMP,MACHPump,MACH,"Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","water pump, sump pump, compressor, air compressor",MACHINES,POMPE,MASZYNY,POMPA,MASCHINE,PUMPE,MÁQUINAS,BOMBA,MÁQUINAS,BOMBA,机器,泵,機器,泵,MAQUINARIA,BOMBA SURTIDOR,機械,ポンプ,MASKINER,PUMPE,MASKINER,PUMPE,MASKINER,PUMP,KONE,PUMPPU,МАШИНЫ,НАСОС,МАШИНИ,НАСОС,MACCHINARI,POMPA,MACHINES,
MAGIC,MISC,MAGMisc,MAG,Magic sounds not fitting another category in this list.,,MAGIE,DIVERS,MAGIA,RÓŻNE,MAGIE,DIV,MAGIA,DIVERSOS,MAGIA,DIVERSOS,魔法,杂项,魔法,其他,MAGIA,MISCELÁNEA,魔法,その他,MAGI,DIVERSE,MAGI,DIVERSE,MAGI,DIVERSE,TAIKA,SEKALAINEN,МАГИЯ,РАЗНОЕ,МАГІЯ,РІЗНЕ,MAGIA,MISC,MAGIE,DIVERSEN
MAGIC,ANGELIC,MAGAngl,MAG,"Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","holy, celestial, ethereal, divine, spiritual, beatific, righteous, saintly",MAGIE,BLANCHE,MAGIA,NIEBIAŃSKA,MAGIE,GUTARTIG,MAGIA,ANGELICAL,MAGIA,ANGELICAL,魔法,天使,魔法,天使,MAGIA,ANGELICAL,魔法,天使,MAGI,ENGLE,MAGI,ENGLEBLID,MAGI,ÄNGLALIK,TAIKA,ENKELIMÄINEN,МАГИЯ,БЕЛАЯ,МАГІЯ,БІЛА,MAGIA,ANGELICO,MAGIE,
MAGIC,ELEMENTAL,MAGElem,MAG,"Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","fire, water, earth, electric, air, wind",MAGIE,ÉLÉMENTAIRE,MAGIA,ŻYWIOŁY,MAGIE,ELEMENTAR,MAGIA,ELEMENTAL,MAGIA,ELEMENTAL,魔法,元素,魔法,元素,MAGIA,BÁSICA,魔法,エレメンツ,MAGI,ELEMENT,MAGI,ELEMENT,MAGI,NATURELEMENT,TAIKA,LUONNONVOIMA,МАГИЯ,СТИХИЯ,МАГІЯ,СТИХІЯ,MAGIA,ELEMENTALE,MAGIE,ELEMENTAIRE
MAGIC,EVIL,MAGEvil,MAG,"Evil magic, ominous, dark magic. Voldemort type stuff.","dark, devil, summon, necromancy, voodoo, black magic, forbidden",MAGIE,NOIRE,MAGIA,ZŁO,MAGIE,BÖSARTIG,MAGIA,MALIGNA,MAGIA,MALIGNA,魔法,邪恶,魔法,邪惡,MAGIA,MALVADA,魔法,悪魔,MAGI,OND,MAGI,ONDSKAB,MAGI,ONDSKA,TAIKA,PAHUUS,МАГИЯ,ЧЕРНАЯ,МАГІЯ,ЧОРНА,MAGIA,DIABOLOCO,MAGIE,KWAADAARDIG
MAGIC,POOF,MAGPoof,MAG,"Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast",MAGIE,POUF,MAGIA,ZAPŁON,MAGIE,IN LUFT AUFLÖSEN,MAGIA,PUF,MAGIA,PUF,魔法,噗,魔法,噗,MAGIA,DESAPARICIÓN,魔法,ME、タッチ音,MAGI,PUFF,MAGI,PUF,MAGI,POFF,TAIKA,KATOAMINEN,МАГИЯ,ФРАЗА,МАГІЯ,ФРАЗА,MAGIA,SBUFFO,MAGIE,POOEF
MAGIC,SHIMMER,MAGShim,MAG,"Glassy or chime-like shimmers, waves of particle type magic.","twinkle, sparkle, bell tree, chime, glint, glisten, glitter, scintillation, glow, glimmer, gleam",MAGIE,SCINTILLEMENT,MAGIA,LŚNIENIE,MAGIE,SCHIMMER,MAGIA,LUMINOSA,MAGIA,LUMINOSA,魔法,闪耀,魔法,亮晶晶,MAGIA,BRILLO,魔法,輝く、光る,MAGI,GLIMMER,MAGI,GLIMMER,MAGI,SKIMMER,TAIKA,KIMMELLYS,МАГИЯ,СВЕРКАНИЕ,МАГІЯ,БЛИСК,MAGIA,BRILLIO,MAGIE,GLINSTEREN
MAGIC,SPELL,MAGSpel,MAG,Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.,"witch, wizard, sorcerer, cast, incantation, hex, rune, sorcery, enchant, invocation, bewitch, exorcism, curse, trance",MAGIE,SORT,MAGIA,CZAROWANIE,MAGIE,ZAUBERSPRUCH,MAGIA,FEITIÇO,MAGIA,FEITIÇO,魔法,咒语,魔法,咒語,MAGIA,HECHIZO,魔法,呪文、魔力,MAGI,TROLLDOM,MAGI,TROLDDOM,MAGI,TROLLFORMEL,TAIKA,LOITSU,МАГИЯ,ЗАКЛИНАНИЕ,МАГІЯ,ЗАКЛИНАННЯ,MAGIA,INCANTESIMO,MAGIE,BETOVERING
MECHANICAL,MISC,MECHMisc,MECH,Mechanical sounds not fitting another category in this list.,,MÉCANISMES,DIVERS,MECHANIZMY,RÓŻNE,MECHANISCH,DIV,MECÂNICA,DIVERSOS,MECÂNICA,DIVERSOS,机械,杂项,機械,其他,MECÁNICO,MISCELÁNEA,メカニカル,その他,MEKANISK,DIVERSE,MEKANISK,DIVERSE,MEKANIK,DIVERSE,MEKAANINEN,SEKALAISET,МЕХАНИЗМЫ,РАЗНОЕ,МЕХАНІЗМИ,РІЗНЕ,MECCANISMI,MISC,MECHANISCH,DIVERSEN
MECHANICAL,CLICK,MECHClik,MECH,"Short clicks, could be from button presses, things like that. But not an overt switch","click, clack, snap, toggle, button",MÉCANISMES,CLIC,MECHANIZMY,KLIK,MECHANISCH,KLICK,MECÂNICA,CLIQUE,MECÂNICA,CLIQUE,机械,咔哒,機械,咔噠,MECÁNICO,CLIC,メカニカル,クリック,MEKANISK,KLIKKE,MEKANISK,KLIKKE,MEKANIK,KLICK,MEKAANINEN,NAKSAHDUS,МЕХАНИЗМЫ,ЩЕЛКАНЬЕ,МЕХАНІЗМИ,КЛАЦАННЯ,MECCANISMI,CLICK,MECHANISCH,KLIK
